experiment_sample_index,digit_label,original_mnist_test_index_0based,original_mnist_test_position_1based,digit_position_within_test_1based,mnist_split,mnist_image_shape,idx_image_byte_offset_uncompressed,idx_label_byte_offset_uncompressed,torchvision_lookup,source_run,predicted_class,inference_correct,mnist_images_file,mnist_labels_file,mnist_images_url,mnist_labels_url
167,4,198,199,28,test,28x28,155248,206,MNIST(train=False)[198],run_20260720_211008,6,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
168,2,199,200,16,test,28x28,156032,207,MNIST(train=False)[199],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
169,3,200,201,17,test,28x28,156816,208,MNIST(train=False)[200],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
170,6,201,202,21,test,28x28,157600,209,MNIST(train=False)[201],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
171,1,202,203,29,test,28x28,158384,210,MNIST(train=False)[202],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
172,1,203,204,30,test,28x28,159168,211,MNIST(train=False)[203],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
173,1,204,205,31,test,28x28,159952,212,MNIST(train=False)[204],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
174,3,205,206,18,test,28x28,160736,213,MNIST(train=False)[205],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
175,5,207,208,21,test,28x28,162304,215,MNIST(train=False)[207],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
176,2,208,209,17,test,28x28,163088,216,MNIST(train=False)[208],run_20260720_211008,3,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
177,4,210,211,29,test,28x28,164656,218,MNIST(train=False)[210],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
178,5,211,212,22,test,28x28,165440,219,MNIST(train=False)[211],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
179,3,213,214,19,test,28x28,167008,221,MNIST(train=False)[213],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
180,0,215,216,18,test,28x28,168576,223,MNIST(train=False)[215],run_20260720_211008,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
181,3,216,217,20,test,28x28,169360,224,MNIST(train=False)[216],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
182,6,217,218,22,test,28x28,170144,225,MNIST(train=False)[217],run_20260720_211008,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
183,5,218,219,23,test,28x28,170928,226,MNIST(train=False)[218],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
184,5,219,220,24,test,28x28,171712,227,MNIST(train=False)[219],run_20260720_211008,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
185,7,220,221,25,test,28x28,172496,228,MNIST(train=False)[220],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
186,2,221,222,18,test,28x28,173280,229,MNIST(train=False)[221],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
187,2,222,223,19,test,28x28,174064,230,MNIST(train=False)[222],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
188,7,223,224,26,test,28x28,174848,231,MNIST(train=False)[223],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
189,1,224,225,32,test,28x28,175632,232,MNIST(train=False)[224],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
190,2,225,226,20,test,28x28,176416,233,MNIST(train=False)[225],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
191,4,227,228,30,test,28x28,177984,235,MNIST(train=False)[227],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
192,1,228,229,33,test,28x28,178768,236,MNIST(train=False)[228],run_20260720_211008,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
193,7,229,230,27,test,28x28,179552,237,MNIST(train=False)[229],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
194,3,230,231,21,test,28x28,180336,238,MNIST(train=False)[230],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
195,3,231,232,22,test,28x28,181120,239,MNIST(train=False)[231],run_20260720_211008,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
196,7,234,235,28,test,28x28,183472,242,MNIST(train=False)[234],run_20260720_211008,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
197,2,236,237,21,test,28x28,185040,244,MNIST(train=False)[236],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
198,2,237,238,22,test,28x28,185824,245,MNIST(train=False)[237],run_20260720_211008,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
199,4,238,239,31,test,28x28,186608,246,MNIST(train=False)[238],run_20260720_211008,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
200,1,239,240,34,test,28x28,187392,247,MNIST(train=False)[239],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
201,5,240,241,25,test,28x28,188176,248,MNIST(train=False)[240],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
202,7,243,244,29,test,28x28,190528,251,MNIST(train=False)[243],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
203,2,244,245,23,test,28x28,191312,252,MNIST(train=False)[244],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
204,3,245,246,23,test,28x28,192096,253,MNIST(train=False)[245],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
205,0,246,247,19,test,28x28,192880,254,MNIST(train=False)[246],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
206,4,247,248,32,test,28x28,193664,255,MNIST(train=False)[247],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
207,4,248,249,33,test,28x28,194448,256,MNIST(train=False)[248],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
208,2,249,250,24,test,28x28,195232,257,MNIST(train=False)[249],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
209,4,250,251,34,test,28x28,196016,258,MNIST(train=False)[250],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
210,1,251,252,35,test,28x28,196800,259,MNIST(train=False)[251],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
211,5,253,254,26,test,28x28,198368,261,MNIST(train=False)[253],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
212,7,254,255,30,test,28x28,199152,262,MNIST(train=False)[254],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
213,7,255,256,31,test,28x28,199936,263,MNIST(train=False)[255],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
214,2,256,257,25,test,28x28,200720,264,MNIST(train=False)[256],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
215,2,258,259,26,test,28x28,202288,266,MNIST(train=False)[258],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
216,6,259,260,23,test,28x28,203072,267,MNIST(train=False)[259],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
217,5,261,262,27,test,28x28,204640,269,MNIST(train=False)[261],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
218,7,262,263,32,test,28x28,205424,270,MNIST(train=False)[262],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
219,7,263,264,33,test,28x28,206208,271,MNIST(train=False)[263],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
220,1,265,266,36,test,28x28,207776,273,MNIST(train=False)[265],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
221,1,267,268,37,test,28x28,209344,275,MNIST(train=False)[267],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
222,0,269,270,20,test,28x28,210912,277,MNIST(train=False)[269],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
223,3,270,271,24,test,28x28,211696,278,MNIST(train=False)[270],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
224,0,271,272,21,test,28x28,212480,279,MNIST(train=False)[271],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
225,1,272,273,38,test,28x28,213264,280,MNIST(train=False)[272],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
226,4,275,276,35,test,28x28,215616,283,MNIST(train=False)[275],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
227,1,276,277,39,test,28x28,216400,284,MNIST(train=False)[276],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
228,2,278,279,27,test,28x28,217968,286,MNIST(train=False)[278],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
229,1,279,280,40,test,28x28,218752,287,MNIST(train=False)[279],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
230,2,280,281,28,test,28x28,219536,288,MNIST(train=False)[280],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
231,7,282,283,34,test,28x28,221104,290,MNIST(train=False)[282],run_20260721_134247,1,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
232,5,283,284,28,test,28x28,221888,291,MNIST(train=False)[283],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
233,2,285,286,29,test,28x28,223456,293,MNIST(train=False)[285],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
234,6,286,287,24,test,28x28,224240,294,MNIST(train=False)[286],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
235,4,287,288,36,test,28x28,225024,295,MNIST(train=False)[287],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
236,1,288,289,41,test,28x28,225808,296,MNIST(train=False)[288],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
237,5,289,290,29,test,28x28,226592,297,MNIST(train=False)[289],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
238,2,291,292,30,test,28x28,228160,299,MNIST(train=False)[291],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
239,2,293,294,31,test,28x28,229728,301,MNIST(train=False)[293],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
240,0,294,295,22,test,28x28,230512,302,MNIST(train=False)[294],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
241,4,295,296,37,test,28x28,231296,303,MNIST(train=False)[295],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
242,0,296,297,23,test,28x28,232080,304,MNIST(train=False)[296],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
243,0,297,298,24,test,28x28,232864,305,MNIST(train=False)[297],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
244,2,298,299,32,test,28x28,233648,306,MNIST(train=False)[298],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
245,4,300,301,38,test,28x28,235216,308,MNIST(train=False)[300],run_20260721_134247,2,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
246,7,301,302,35,test,28x28,236000,309,MNIST(train=False)[301],run_20260721_134247,1,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
247,1,302,303,42,test,28x28,236784,310,MNIST(train=False)[302],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
248,2,303,304,33,test,28x28,237568,311,MNIST(train=False)[303],run_20260721_134247,3,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
249,4,304,305,39,test,28x28,238352,312,MNIST(train=False)[304],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
250,0,305,306,25,test,28x28,239136,313,MNIST(train=False)[305],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
